Date,PG,KO,JNJ,WMT,MSFT,AAPL,MCD,HD,DOCU,META,NVDA,NFLX,AMD,TSLA,V,UNH,GOOGL,BRKb,JPM,PEP
15/6/2023,148.45,61.23,163.73,52.58,348.10,186.01,292.61,302.02,54.28,281.83,42.65,445.27,124.24,255.90,226.17,465.89,125.09,339.82,143.09,186.04
14/6/2023,146.42,60.86,161.56,52.29,337.34,183.95,288.44,299.71,54.10,273.35,43.00,440.86,127.33,256.79,223.44,459.86,123.67,335.90,141.49,185.71
13/6/2023,145.06,60.45,160.74,51.77,334.29,183.31,288.55,300.08,55.28,271.32,41.02,435.73,124.53,258.71,223.40,491.31,123.83,336.39,142.02,183.17
12/6/2023,145.41,60.21,159.90,51.37,331.85,183.79,288.57,300.86,54.92,271.05,39.48,423.97,129.19,249.83,226.17,492.59,123.64,333.60,141.00,181.54
9/6/2023,146.56,60.47,160.01,51.03,326.79,180.96,286.79,297.35,57.02,264.95,38.77,420.02,124.92,244.40,223.56,493.62,122.23,335.29,141.01,181.90
8/6/2023,146.44,60.37,160.26,50.72,325.26,180.57,285.78,301.09,58.48,264.58,38.51,409.37,121.05,234.86,223.05,490.23,122.14,335.95,140.73,182.35
7/6/2023,144.80,60.22,158.52,50.00,323.38,177.82,281.90,301.70,57.22,263.60,37.47,399.77,117.83,224.57,225.27,482.13,122.50,335.42,140.69,182.10
6/6/2023,144.49,60.31,158.18,49.93,333.68,179.21,284.54,296.00,59.15,271.12,38.65,399.29,124.23,221.31,228.22,487.57,127.31,333.41,139.34,180.11
5/6/2023,145.94,60.75,158.32,49.93,335.94,179.58,288.43,293.10,57.57,271.39,39.17,403.54,117.93,217.61,226.77,498.19,126.01,328.58,139.09,181.56
2/6/2023,146.52,61.16,156.97,49.61,335.40,180.95,289.91,295.94,57.47,272.61,39.33,400.47,117.86,213.97,228.79,499.58,124.67,329.48,140.47,184.19
1/6/2023,143.96,60.00,154.54,49.14,332.58,180.09,287.87,288.39,57.20,272.61,39.77,403.13,119.47,207.52,226.50,493.63,123.72,323.12,137.58,184.06
31/5/2023,142.50,59.66,155.06,48.96,328.39,177.25,285.11,283.45,56.40,264.72,37.83,395.23,118.21,203.93,221.03,487.24,122.87,321.08,135.71,182.19
30/5/2023,143.18,59.78,154.37,48.69,331.21,177.30,284.92,292.40,55.97,262.52,40.11,392.98,125.27,201.16,221.64,479.85,123.67,322.19,137.46,182.35
26/5/2023,145.40,60.26,154.35,48.81,332.89,175.43,286.04,292.83,55.00,262.04,38.95,378.88,127.03,193.17,225.01,481.52,124.61,320.60,136.94,181.61
25/5/2023,145.39,60.41,154.41,48.72,325.92,172.99,285.52,286.75,53.34,252.69,37.98,359.00,120.35,184.47,223.38,477.70,123.48,319.02,135.67,183.58
24/5/2023,146.33,60.88,156.66,49.21,313.85,171.84,285.92,291.10,53.47,249.21,30.54,364.85,108.27,182.90,222.25,480.83,120.90,320.20,135.34,183.80
23/5/2023,147.55,61.40,156.81,49.44,315.26,171.56,286.37,294.94,54.40,246.74,30.69,355.99,108.12,185.77,224.58,479.44,122.56,323.11,136.59,184.89
22/5/2023,149.16,61.51,156.87,49.53,321.18,174.20,289.35,290.66,55.45,248.32,31.18,363.01,108.00,188.87,231.28,480.62,125.05,329.13,138.03,186.07
19/5/2023,153.17,62.83,158.91,49.97,318.34,175.16,295.55,290.88,53.12,245.64,31.26,365.36,105.82,180.14,233.31,478.82,122.76,330.39,139.18,186.64
18/5/2023,152.53,62.80,158.48,50.49,318.52,175.05,294.05,295.16,52.56,246.85,31.68,371.29,107.93,176.89,233.60,479.23,122.83,329.76,139.50,191.84
17/5/2023,155.08,63.15,158.99,49.84,314.00,172.69,293.46,292.39,52.29,242.49,30.18,339.96,103.75,173.86,232.65,484.81,120.84,327.39,138.45,191.56
16/5/2023,155.74,63.22,159.34,49.93,311.74,172.07,294.15,282.33,50.26,238.82,29.21,333.75,101.48,166.52,230.47,479.72,119.51,323.75,134.32,192.06
15/5/2023,156.01,63.94,159.55,50.63,309.46,172.07,295.90,288.54,51.10,238.86,28.95,335.89,97.40,166.35,232.81,486.86,116.51,323.53,135.23,193.43
12/5/2023,155.96,64.11,160.78,51.02,308.97,172.57,296.14,290.47,48.85,233.81,28.34,339.89,95.26,167.98,231.38,491.23,117.51,322.49,134.10,194.27
11/5/2023,154.39,63.86,160.99,51.04,310.11,173.75,294.79,287.69,49.44,235.79,28.58,344.76,97.10,172.08,231.01,488.76,116.57,322.64,136.05,196.12
10/5/2023,154.03,63.50,161.65,50.85,312.31,173.55,296.57,289.03,50.01,233.08,28.89,335.42,97.02,168.54,231.27,490.07,111.75,322.99,136.48,195.34
9/5/2023,153.71,63.39,161.05,50.99,307.00,171.77,296.66,290.58,49.43,233.37,28.57,332.14,95.06,169.15,233.26,490.38,107.35,324.87,136.41,194.27
8/5/2023,155.30,63.92,162.31,50.91,308.65,173.50,296.69,287.93,49.30,233.27,29.15,331.21,95.04,171.79,232.23,492.62,107.77,326.14,137.07,194.14
